19.631702:external_snapshot_prepare:0.009175
19.631831:external_snapshot_commit:0.000115
50.307182:external_snapshot_prepare:0.007106
50.307273:external_snapshot_commit:0.000084
80.975960:external_snapshot_prepare:0.006231
80.976053:external_snapshot_commit:0.000087
111.650117:external_snapshot_prepare:0.008012
111.650214:external_snapshot_commit:0.000090
142.320347:external_snapshot_prepare:0.007186
142.320441:external_snapshot_commit:0.000086
172.987354:external_snapshot_prepare:0.007636
172.987449:external_snapshot_commit:0.000088
203.649563:external_snapshot_prepare:0.007090
203.649659:external_snapshot_commit:0.000089
234.318811:external_snapshot_prepare:0.006660
234.318922:external_snapshot_commit:0.000103
265.028819:external_snapshot_prepare:0.037895
265.029231:external_snapshot_commit:0.000378
295.716583:external_snapshot_prepare:0.022183
295.716979:external_snapshot_commit:0.000365
296.068703:stream_start:0.000113
305.612285:stream_run:9.543583
305.612381:stream_prepare:0.000035
