145, 6048, 0, 0
145, 13, 1, 0
199, 3868, 0, 0
299, 7252, 0, 0
395, 7357, 0, 0
495, 7673, 0, 0
595, 7557, 0, 0
700, 6850, 0, 0
700, 10, 1, 0
800, 7040, 0, 0
896, 6843, 0, 0
996, 781, 0, 0
3596, 5375, 0, 0
3596, 93, 1, 0
3700, 7100, 0, 0
3700, 10, 1, 0
3800, 7270, 0, 0
3895, 7263, 0, 0
3995, 7452, 0, 0
3995, 10, 1, 0
4095, 7747, 0, 0
4200, 7720, 0, 0
4301, 6910, 0, 0
4301, 9, 1, 0
4396, 7208, 0, 0
4496, 7479, 0, 0
4596, 7270, 0, 0
4596, 10, 1, 0
4700, 7630, 0, 0
4800, 7130, 0, 0
4895, 7010, 0, 0
4895, 10, 1, 0
4995, 7284, 0, 0
5095, 7442, 0, 0
5200, 2580, 0, 0
7800, 5060, 0, 0
7800, 90, 1, 0
7895, 7052, 0, 0
7895, 10, 1, 0
7995, 7705, 0, 0
8095, 7263, 0, 0
8201, 7059, 0, 0
8201, 9, 1, 0
8299, 6747, 0, 0
8395, 6936, 0, 0
8495, 7000, 0, 0
8495, 10, 1, 0
8595, 7126, 0, 0
8700, 6880, 0, 0
8800, 6360, 0, 0
8800, 10, 1, 0
8895, 3326, 0, 0
8996, 3010, 0, 0
9096, 3250, 0, 0
9096, 10, 1, 0
9200, 3540, 0, 0
