100, 94968, 0, 0
200, 86151, 0, 0
300, 86706, 0, 0
400, 86348, 0, 0
500, 85528, 0, 0
600, 87371, 0, 0
606, 239298, 1, 0
700, 87347, 0, 0
800, 86235, 0, 0
900, 87119, 0, 0
3497, 2591020762, 1, 0
3500, 114590, 1, 0
3503, 124303, 1, 0
3506, 128544, 1, 0
3507, 99764, 1, 0
3510, 122097, 1, 0
3512, 108846, 1, 0
3515, 114490, 1, 0
3517, 126611, 1, 0
3519, 86432, 0, 0
3519, 103664, 0, 0
3519, 98412, 0, 0
3519, 94753, 0, 0
3520, 91340, 0, 0
3520, 93374, 0, 0
3520, 92073, 0, 0
3520, 99005, 0, 0
3520, 97831, 0, 0
3521, 100992, 0, 0
3521, 93693, 0, 0
3521, 107392, 0, 0
3521, 98110, 0, 0
3521, 92674, 0, 0
3521, 94448, 0, 0
3522, 92084, 0, 0
3522, 94291, 0, 0
3522, 108451, 0, 0
3522, 102306, 0, 0
3522, 101498, 0, 0
3522, 101442, 0, 0
3523, 95145, 0, 0
3523, 92092, 0, 0
3523, 97960, 0, 0
3523, 92675, 0, 0
3523, 93446, 0, 0
3600, 87041, 0, 0
3623, 98208, 1, 0
3700, 85820, 0, 0
3800, 84954, 0, 0
3900, 85593, 0, 0
3926, 166838, 1, 0
4000, 85638, 0, 0
4100, 84150, 0, 0
4200, 84500, 0, 0
4227, 102227, 1, 0
4300, 85266, 0, 0
4400, 85628, 0, 0
4500, 85623, 0, 0
4528, 102450, 1, 0
4600, 85822, 0, 0
4700, 85683, 0, 0
4800, 85186, 0, 0
4831, 115824, 1, 0
4900, 85626, 0, 0
5000, 85904, 0, 0
5100, 86148, 0, 0
7702, 2570446741, 1, 0
7705, 109588, 1, 0
7708, 105244, 1, 0
7711, 108822, 1, 0
7713, 107513, 1, 0
7716, 113764, 1, 0
7718, 106015, 1, 0
7720, 104557, 1, 0
7723, 107306, 1, 0
7726, 85318, 0, 0
7726, 97138, 0, 0
7727, 94340, 0, 0
7727, 96921, 0, 0
7727, 96381, 0, 0
7727, 96041, 0, 0
7727, 96167, 0, 0
7727, 92754, 0, 0
7728, 91064, 0, 0
7728, 93266, 0, 0
7728, 93005, 0, 0
7728, 93428, 0, 0
7728, 91101, 0, 0
7729, 95257, 0, 0
7729, 93313, 0, 0
7729, 107162, 0, 0
7729, 93929, 0, 0
7729, 93953, 0, 0
7729, 93916, 0, 0
7730, 92553, 0, 0
7730, 93150, 0, 0
7730, 92734, 0, 0
7730, 93533, 0, 0
7730, 91686, 0, 0
7730, 103881, 0, 0
7731, 90712, 0, 0
7800, 87272, 0, 0
7852, 118963, 1, 0
7900, 86457, 0, 0
8000, 86187, 0, 0
8100, 86521, 0, 0
8151, 99222, 1, 0
8200, 85936, 0, 0
8300, 87342, 0, 0
8400, 86407, 0, 0
8453, 108903, 1, 0
8500, 85829, 0, 0
8600, 85898, 0, 0
8700, 87262, 0, 0
8759, 121873, 1, 0
8800, 87102, 0, 0
8900, 89828, 0, 0
9000, 88353, 0, 0
9057, 99176, 1, 0
9100, 89094, 0, 0
9200, 89772, 0, 0
9253, 87754, 0, 0
